,Company,Operating_System,Model,RAM(GB),Hard Disk(GB),Price(₹),Rating,Total Reviews,Product Links
663,Lenovo,Windows 11,IdeaPad Slim 3 Intel Core i3 11th Gen ,8 ,512 ,38790,4.2,774,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-81x800n2in-thin-light-laptop/p/itmd51064c6f0c1a?pid=COMGBNFUTNYFZRJQ&lid=LSTCOMGBNFUTNYFZRJQMZ1NAL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_372&otracker=search&otracker1=search&fm=organic&iid=en_CUnObcUGnWe3eeUg9bp8Ee3FFB7MD0pat6LdlliZYYDJE9Qcc9DVJAwC6qQ1Wv0vt6%2BkRbMegL0%2B57QdhLRp%2FA%3D%3D&ppt=None&ppn=None&ssid=fff0mxhdeo0000001685080478134&qH=c06ea84a1e3dc3c6
664,acer,Windows 11,Nitro 5 Ryzen 5 Hexa Core 7535HS ,8 ,512 ,75990,,,https://www.flipkart.com/acer-nitro-5-ryzen-hexa-core-7535hs-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-an515-47-gaming-laptop/p/itm7a0e5b2803392?pid=COMGMVCPWBZJYKP3&lid=LSTCOMGMVCPWBZJYKP3NMY6VT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_373&otracker=search&otracker1=search&fm=organic&iid=7d282692-bc94-4198-a36e-ada5ce1c180a.COMGMVCPWBZJYKP3.SEARCH&ppt=None&ppn=None&ssid=fff0mxhdeo0000001685080478134&qH=c06ea84a1e3dc3c6
665,DELL,Windows 11,Ryzen 7 Octa Core AMD R7,16 ,512 ,113990,,,https://www.flipkart.com/dell-ryzen-7-octa-core-amd-r7-6800h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-120-hz-g15-5525-gaming-laptop/p/itm51ab2ff100b5f?pid=COMGF3B7WGKG3BH7&lid=LSTCOMGF3B7WGKG3BH75RRX3E&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_374&otracker=search&otracker1=search&fm=organic&iid=7d282692-bc94-4198-a36e-ada5ce1c180a.COMGF3B7WGKG3BH7.SEARCH&ppt=None&ppn=None&ssid=fff0mxhdeo0000001685080478134&qH=c06ea84a1e3dc3c6
666,HP,Windows 11,Pavilion Core i5 11th Gen ,8 ,512 ,64990,4.2,5,https://www.flipkart.com/hp-pavilion-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15-dk2095tx-gaming-laptop/p/itm67b9f158f404e?pid=COMG9FSFTNHYFTGF&lid=LSTCOMG9FSFTNHYFTGF255RCX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_375&otracker=search&otracker1=search&fm=organic&iid=7d282692-bc94-4198-a36e-ada5ce1c180a.COMG9FSFTNHYFTGF.SEARCH&ppt=None&ppn=None&ssid=fff0mxhdeo0000001685080478134&qH=c06ea84a1e3dc3c6
667,Lenovo,Windows 11,IdeaPad 3 Ryzen 5 Hexa Core 5500U ,8 ,512 ,44027,4.3,"1,876",https://www.flipkart.com/lenovo-ideapad-3-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15alc6-thin-light-laptop/p/itm790def6ef6b6f?pid=COMG9VHHF6HVJPP9&lid=LSTCOMG9VHHF6HVJPP9U213LU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_376&otracker=search&otracker1=search&fm=organic&iid=en_CUnObcUGnWe3eeUg9bp8Ee3FFB7MD0pat6LdlliZYYDXvt6LJeXmLvSwNaPjNTpCRJ33944L1YIZDzrJEnaZ2A%3D%3D&ppt=None&ppn=None&ssid=fff0mxhdeo0000001685080478134&qH=c06ea84a1e3dc3c6
668,HP,Windows 11,Core i5 13th Gen ,8 ,512 ,59990,,,https://www.flipkart.com/hp-core-i5-13th-gen-8-gb-512-gb-ssd-windows-11-home-15-fd0011tu-thin-light-laptop/p/itmbd772522794df?pid=COMGZNSBVNP7A9AP&lid=LSTCOMGZNSBVNP7A9APSQHHKO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_377&otracker=search&otracker1=search&fm=organic&iid=7d282692-bc94-4198-a36e-ada5ce1c180a.COMGZNSBVNP7A9AP.SEARCH&ppt=None&ppn=None&ssid=fff0mxhdeo0000001685080478134&qH=c06ea84a1e3dc3c6
669,DELL,Windows 11,Inspiron Ryzen 3 Dual Core 3250U ,8 ,256 ,37990,4.2,464,https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm4f371fbeb2fd6?pid=COMG9NYDXVEFGPSG&lid=LSTCOMG9NYDXVEFGPSGIMQIWE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_378&otracker=search&otracker1=search&fm=organic&iid=7d282692-bc94-4198-a36e-ada5ce1c180a.COMG9NYDXVEFGPSG.SEARCH&ppt=None&ppn=None&ssid=fff0mxhdeo0000001685080478134&qH=c06ea84a1e3dc3c6
670,HP,Windows 11,Ryzen 9 Octa Core 6900HX ,32 ,1 ,154490,,,https://www.flipkart.com/hp-ryzen-9-octa-core-6900hx-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-amd-radeon-rx-6650m-16-n0051ax-gaming-laptop/p/itmbfdda5dfb7861?pid=COMGHGYYUFPUPPZZ&lid=LSTCOMGHGYYUFPUPPZZHA8LMI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_379&otracker=search&otracker1=search&fm=organic&iid=7d282692-bc94-4198-a36e-ada5ce1c180a.COMGHGYYUFPUPPZZ.SEARCH&ppt=None&ppn=None&ssid=fff0mxhdeo0000001685080478134&qH=c06ea84a1e3dc3c6
671,Lenovo,Windows 11,IdeaPad Slim 3 Intel Core i3 12th Gen ,8 ,512 ,37990,4,64,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itm38f812aa1bff7?pid=COMGGR9S3YGZUHDZ&lid=LSTCOMGGR9S3YGZUHDZUYYE1W&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_380&otracker=search&otracker1=search&fm=organic&iid=en_CUnObcUGnWe3eeUg9bp8Ee3FFB7MD0pat6LdlliZYYD8jOUZtEgKlP%2BTNhIcbceyaJFBOQUbmkvTjyIces%2FWrg%3D%3D&ppt=None&ppn=None&ssid=fff0mxhdeo0000001685080478134&qH=c06ea84a1e3dc3c6
672,Lenovo,Windows 11,IdeaPad Ryzen 5 Hexa Core 5600H ,8 ,512 ,53990,4.2,145,https://www.flipkart.com/lenovo-ideapad-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15ach6-gaming-laptop/p/itm5b976fec95d0c?pid=COMGN2YDYPFNZPMY&lid=LSTCOMGN2YDYPFNZPMYSRVJIE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_381&otracker=search&otracker1=search&fm=organic&iid=7d282692-bc94-4198-a36e-ada5ce1c180a.COMGN2YDYPFNZPMY.SEARCH&ppt=None&ppn=None&ssid=fff0mxhdeo0000001685080478134&qH=c06ea84a1e3dc3c6
673,ASUS,Windows 11,VivoBook 15 (2022) Core i3 10th Gen ,8 ,512 ,33990,4.3,"11,700",https://www.flipkart.com/asus-vivobook-15-2022-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-bq322ws-thin-light-laptop/p/itm60eb4c38db6f6?pid=COMG87FFPEDAAGXW&lid=LSTCOMG87FFPEDAAGXWHLSICD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_382&otracker=search&otracker1=search&fm=organic&iid=7d282692-bc94-4198-a36e-ada5ce1c180a.COMG87FFPEDAAGXW.SEARCH&ppt=None&ppn=None&ssid=fff0mxhdeo0000001685080478134&qH=c06ea84a1e3dc3c6
674,MSI,Windows 11,Core i7 12th Gen ,16 ,512 ,83990,,,https://www.flipkart.com/msi-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-katana-gf66-12uc-1004in-gaming-laptop/p/itm7bc1362200ddf?pid=COMGZ4PNAASARCQD&lid=LSTCOMGZ4PNAASARCQDIOKK4P&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_383&otracker=search&otracker1=search&fm=organic&iid=7d282692-bc94-4198-a36e-ada5ce1c180a.COMGZ4PNAASARCQD.SEARCH&ppt=None&ppn=None&ssid=fff0mxhdeo0000001685080478134&qH=c06ea84a1e3dc3c6
675,Lenovo,Windows 11,IdeaPad 3 Intel Core i3 11th Gen ,8 ,512 ,38990,4.3,"5,242",https://www.flipkart.com/lenovo-ideapad-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-82h803e6in-thin-light-laptop/p/itmd8891a36fdd7c?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_384&otracker=search&otracker1=search&fm=organic&iid=en_CUnObcUGnWe3eeUg9bp8Ee3FFB7MD0pat6LdlliZYYAPL9zc2px9Cxn4K7owiLPx7KQmd40dV%2Fok5HOA05bfkw%3D%3D&ppt=None&ppn=None&ssid=fff0mxhdeo0000001685080478134&qH=c06ea84a1e3dc3c6
676,Lenovo,Windows 10,IdeaPad Ryzen 5 Hexa Core 5500U ,8 ,512 ,50990,4.1,120,https://www.flipkart.com/lenovo-ideapad-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-15alc05-thin-light-laptop/p/itmb40d8df64d9d1?pid=COMG5UZBFZVTYRFN&lid=LSTCOMG5UZBFZVTYRFNCVGBQG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_385&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMG5UZBFZVTYRFN.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
677,APPLE,Mac OS Monterey,2021 Macbook Pro M1 Max ,32 ,1 ,276990,4.3,13,https://www.flipkart.com/apple-2021-macbook-pro-m1-max-32-gb-1-tb-ssd-mac-os-monterey-mk1h3hn-a/p/itmb02d4fba3c131?pid=COMG7X7HJBHPRPSU&lid=LSTCOMG7X7HJBHPRPSUCZ0U5Z&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_386&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMG7X7HJBHPRPSU.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
678,ASUS,Windows 10,ROG Strix G15 Ryzen 9 Octa Core AMD R9,16 ,512 ,104990,4.4,90,https://www.flipkart.com/asus-rog-strix-g15-ryzen-9-octa-core-amd-r9-5900hx-16-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-ti-144-hz-g513qe-hn166ts-gaming-laptop/p/itm983c1283f2b88?pid=COMG8N5PQMTQPXW8&lid=LSTCOMG8N5PQMTQPXW8AIZNOW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_387&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMG8N5PQMTQPXW8.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
679,Primebook,,4G Android Based MediaTek MT8788 ,4 ,,16990,4.1,580,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_388&otracker=search&otracker1=search&fm=organic&iid=en_PHrmIRBUud0sMdwuV1xyLOdvJkp9hlcS0vaLZZAO5iqvuZ0HCYgqeNHceb5vSZ%2FatJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
680,DELL,Windows 11,Ryzen 7 Octa Core AMD R7,16 ,512 ,105990,,,https://www.flipkart.com/dell-ryzen-7-octa-core-amd-r7-6800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-120-hz-g15-5525-gaming-laptop/p/itm70589bf34961c?pid=COMGFPGWRFMJZDHX&lid=LSTCOMGFPGWRFMJZDHXRJYA3O&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_389&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMGFPGWRFMJZDHX.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
681,DELL,Windows 11,Core i7 12th Gen ,16 ,512 ,,,,https://www.flipkart.com/dell-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-inspiron-5320-laptop/p/itm0262b10af752d?pid=COMGG9XUZGZVNNZK&q=laptops&store=6bo%2Fb5g&srno=s_17_390&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMGG9XUZGZVNNZK.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
682,ASUS,,Chromebook Flip Touch Celeron Dual Core ,4 ,,16990,4,"2,703",https://www.flipkart.com/asus-chromebook-flip-touch-celeron-dual-core-4-gb-32-gb-emmc-storage-chrome-os-c214ma-bu0704/p/itmc0ba19a0da373?pid=COMGHFTHHXH9AKMS&lid=LSTCOMGHFTHHXH9AKMSUIBIH6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_391&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMGHFTHHXH9AKMS.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
683,Primebook,,4G Android Based MediaTek MT8788 ,4 ,,18990,4.1,117,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-128-gb-emmc-storage-prime-os-thin-light-laptop/p/itm361eee1f998f3?pid=COMGH2NKUSYTW4HN&lid=LSTCOMGH2NKUSYTW4HN4SJNGE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_392&otracker=search&otracker1=search&fm=organic&iid=en_PHrmIRBUud0sMdwuV1xyLOdvJkp9hlcS0vaLZZAO5ir8yGlXZmdMN62OfhMRENc5P4ppjc%2BT%2FeOgjZrIu1PgKA%3D%3D&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
684,APPLE,,2023 MacBook Pro M2 Pro ,16 ,512 ,239990,,,https://www.flipkart.com/apple-2023-macbook-pro-m2-16-gb-512-gb-ssd-macos-ventura-mnw83hn-a/p/itm82e89f04256e8?pid=COMGHZGHWGTZMGGS&lid=LSTCOMGHZGHWGTZMGGSIDSGJE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_393&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMGHZGHWGTZMGGS.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
685,ASUS,Windows 10,ROG Strix G15 Ryzen 7 Octa Core AMD R7,8 ,512 ,82990,4.5,"1,292",https://www.flipkart.com/asus-rog-strix-g15-ryzen-7-octa-core-amd-r7-4800h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-g513ic-hn025t-gaming-laptop/p/itmeedb79f5305af?pid=COMG5QHNVRJHHMRP&lid=LSTCOMG5QHNVRJHHMRPIW3AYH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_394&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMG5QHNVRJHHMRP.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
686,APPLE,Mac OS Monterey,2021 Macbook Pro M1 Pro ,16 ,1 ,191990,4.8,130,https://www.flipkart.com/apple-2021-macbook-pro-m1-16-gb-1-tb-ssd-mac-os-monterey-mkgq3hn-a/p/itmd3d13e8e4c5f7?pid=COMG7X7HX4NNCVEN&lid=LSTCOMG7X7HX4NNCVENYBCZ3M&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_395&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMG7X7HX4NNCVEN.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
687,Lenovo,Windows 11,IdeaPad Slim 3 Intel Core i3 11th Gen ,8 ,512 ,38790,4.2,774,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-81x800n2in-thin-light-laptop/p/itmd51064c6f0c1a?pid=COMGBNFUTNYFZRJQ&lid=LSTCOMGBNFUTNYFZRJQMZ1NAL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_396&otracker=search&otracker1=search&fm=organic&iid=en_PHrmIRBUud0sMdwuV1xyLOdvJkp9hlcS0vaLZZAO5ioCq%2Bhqh0rn1JkGURKwI1qtv5KVUPup3wb1BZg6IIWLfg%3D%3D&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
688,DELL,,Core i3 11th Gen ,8 ,256 ,35200,,,https://www.flipkart.com/dell-core-i3-11th-gen-8-gb-256-gb-ssd-ubuntu-3420-business-laptop/p/itme575d2fc42b8c?pid=COMGNZAQM7HSFRY3&lid=LSTCOMGNZAQM7HSFRY3C1XHP7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_397&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMGNZAQM7HSFRY3.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
689,HP,Windows 11,Core i3 13th Gen ,8 ,512 ,46990,,,https://www.flipkart.com/hp-core-i3-13th-gen-8-gb-512-gb-ssd-windows-11-home-15-fd0018tu-thin-light-laptop/p/itm25ecb74b6b457?pid=COMGZVGHGYG4A3V2&lid=LSTCOMGZVGHGYG4A3V21ZDVFF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_398&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMGZVGHGYG4A3V2.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
690,HP,Windows 11,Core i5 13th Gen ,8 ,512 ,59990,,,https://www.flipkart.com/hp-core-i5-13th-gen-8-gb-512-gb-ssd-windows-11-home-15-fd0022tu-thin-light-laptop/p/itm681e6b8c1a5eb?pid=COMGZVGHPYZHHFRB&lid=LSTCOMGZVGHPYZHHFRBDQDJLF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_399&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMGZVGHPYZHHFRB.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
691,Lenovo,Windows 11,IdeaPad 3 Ryzen 5 Hexa Core 5500U ,8 ,512 ,44027,4.3,"1,876",https://www.flipkart.com/lenovo-ideapad-3-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15alc6-thin-light-laptop/p/itm790def6ef6b6f?pid=COMG9VHHF6HVJPP9&lid=LSTCOMG9VHHF6HVJPP9U213LU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_400&otracker=search&otracker1=search&fm=organic&iid=en_PHrmIRBUud0sMdwuV1xyLOdvJkp9hlcS0vaLZZAO5iqlRXKYWbVC%2F2FOldem5fjZ6wV2ux5ecP0A%2Fiz7Z1R6XA%3D%3D&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
692,DELL,Windows 11,Inspiron Core i5 12th Gen ,8 ,512 ,60890,3.9,19,https://www.flipkart.com/dell-inspiron-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-new-15-laptop-thin-light/p/itmae0ed2021be79?pid=COMGJ75HN66KHZYB&lid=LSTCOMGJ75HN66KHZYBNRNAFV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_401&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMGJ75HN66KHZYB.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
693,DELL,Windows 11,Core i5 12th Gen ,8 ,512 ,67990,3.7,3,https://www.flipkart.com/dell-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-2-graphics-new-inspiron-15-metal-laptop-thin-light/p/itmfc173d05af349?pid=COMGJ75HQNJ3VNRJ&lid=LSTCOMGJ75HQNJ3VNRJIGG95P&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_402&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMGJ75HQNJ3VNRJ.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
694,ASUS,Windows 11,ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS ,16 ,1 ,211990,,,https://www.flipkart.com/asus-rog-zephyrus-g15-2022-90whr-battery-ryzen-9-octa-core-6900hs-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3080-165-hz-ga503rs-hq027ws-gaming-laptop/p/itm208a59681d6d7?pid=COMGFWCYGHFSZTYA&lid=LSTCOMGFWCYGHFSZTYAEXV4D0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_403&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMGFWCYGHFSZTYA.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
695,HP,Windows 11,Victus Ryzen 5 Hexa Core 5600H ,16 ,512 ,64990,3.8,35,https://www.flipkart.com/hp-victus-ryzen-5-hexa-core-5600h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15-fb0106ax-gaming-laptop/p/itmcb4547dc84a09?pid=COMGHYYKEHWMVZY7&lid=LSTCOMGHYYKEHWMVZY721VERF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_404&otracker=search&otracker1=search&fm=organic&iid=en_PHrmIRBUud0sMdwuV1xyLOdvJkp9hlcS0vaLZZAO5iqNi%2Bss%2FDHQM5oabvycZdjWMZsfo5bubgU9ZrdhbJPmgw%3D%3D&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
696,ASUS,Windows 11,ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS ,16 ,1 ,145990,4,4,https://www.flipkart.com/asus-rog-zephyrus-g15-2022-90whr-battery-ryzen-7-octa-core-6800hs-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-165-hz-ga503rm-hq142ws-gaming-laptop/p/itm5ee43c838b826?pid=COMGFWCYQQQGZTYR&lid=LSTCOMGFWCYQQQGZTYRL5URRX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_405&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMGFWCYQQQGZTYR.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
697,HP,Windows 11,Core i5 13th Gen ,8 ,1 ,67990,,,https://www.flipkart.com/hp-core-i5-13th-gen-8-gb-1-tb-ssd-windows-11-home-15-fd0012tu-thin-light-laptop/p/itmf205c156794bb?pid=COMGZVGHVJEMGKZB&lid=LSTCOMGZVGHVJEMGKZBBQHY4H&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_406&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMGZVGHVJEMGKZB.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
698,APPLE,Mac OS Monterey,2021 Macbook Pro M1 Pro ,16 ,1 ,210990,4.8,130,https://www.flipkart.com/apple-2021-macbook-pro-m1-16-gb-1-tb-ssd-mac-os-monterey-mk1f3hn-a/p/itm4ebc9965a16d9?pid=COMG7X7H2BDZFGET&lid=LSTCOMG7X7H2BDZFGET3SZV10&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_407&otracker=search&otracker1=search&fm=organic&iid=ef7f049e-a260-49a8-aec4-00e7c3feaa11.COMG7X7H2BDZFGET.SEARCH&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
699,Lenovo,Windows 11,IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H ,8 ,1 ,52990,4.1,65,https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-5600h-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-gaming3-15ach6d1-laptop/p/itmabd3d828c1ad1?pid=COMGHMH6JRYP56GE&lid=LSTCOMGHMH6JRYP56GE4TQDME&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_17_408&otracker=search&otracker1=search&fm=organic&iid=en_PHrmIRBUud0sMdwuV1xyLOdvJkp9hlcS0vaLZZAO5iqUQx8O6oaXHUGUGKfXRCZ%2FNNTMRIJGxjMaJXLLVLJutA%3D%3D&ppt=None&ppn=None&ssid=0zxpfo25sg0000001685080480034&qH=c06ea84a1e3dc3c6
700,acer,Windows 11,Nitro 5 Ryzen 7 Hexa Core 7735HS ,8 ,512 ,85990,,,https://www.flipkart.com/acer-nitro-5-ryzen-7-hexa-core-7735hs-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-an515-47-gaming-laptop/p/itmf800a83adb8f9?pid=COMGMVCPWYURCYZA&lid=LSTCOMGMVCPWYURCYZAZTHBFM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_18_409&otracker=search&otracker1=search&fm=organic&iid=7307c074-a50a-4661-8a4b-9d31cde65b20.COMGMVCPWYURCYZA.SEARCH&ppt=None&ppn=None&ssid=28hynp16sw0000001685080481823&qH=c06ea84a1e3dc3c6
